date,equity
2025-09-10,1152.06
2025-09-10,1152.06
2025-09-10,1152.06
2025-09-10,1140.54
2025-09-11,1140.54
2025-09-11,1140.54
2025-09-11,1129.14
2025-09-11,1163.01
2025-09-11,1151.38
2025-09-11,1139.87
2025-09-11,1174.06
2025-09-12,1174.06
2025-09-12,1174.06
2025-09-12,1209.29
2025-09-12,1197.19
2025-09-12,1233.11
2025-09-12,1220.78
2025-09-12,1257.4
2025-09-15,1257.4
2025-09-15,1257.4
2025-09-15,1295.12
2025-09-15,1282.17
2025-09-15,1320.64
2025-09-15,1360.26
2025-09-15,1346.65
2025-09-16,1346.65
2025-09-16,1346.65
2025-09-16,1333.19
2025-09-16,1373.18
2025-09-16,1414.38
2025-09-16,1400.23
2025-09-16,1386.23
2025-09-17,1386.23
2025-09-17,1386.23
2025-09-17,1386.23
2025-09-17,1386.23
2025-09-17,1386.23
2025-09-17,1372.37
2025-09-17,1372.37
2025-09-18,1372.37
2025-09-18,1372.37
2025-09-18,1413.54
2025-09-18,1455.95
2025-09-18,1499.62
2025-09-18,1544.61
2025-09-18,1529.17
2025-09-19,1529.17
2025-09-19,1529.17
2025-09-19,1575.04
2025-09-19,1559.29
2025-09-19,1543.7
2025-09-19,1528.26
2025-09-19,1574.11
2025-09-22,1574.11
2025-09-22,1574.11
2025-09-22,1558.37
2025-09-22,1542.78
2025-09-22,1527.36
2025-09-22,1573.18
2025-09-22,1620.37
2025-09-23,1620.37
2025-09-23,1620.37
2025-09-23,1604.17
2025-09-23,1604.17
2025-09-23,1604.17
2025-09-23,1604.17
2025-09-23,1604.17
2025-09-24,1604.17
2025-09-24,1604.17
2025-09-24,1604.17
2025-09-24,1604.17
2025-09-24,1604.17
2025-09-24,1604.17
2025-09-24,1604.17
2025-09-25,1604.17
2025-09-25,1604.17
2025-09-25,1604.17
2025-09-25,1604.17
2025-09-25,1604.17
2025-09-25,1604.17
2025-09-25,1604.17
2025-09-26,1604.17
2025-09-26,1604.17
2025-09-26,1588.13
2025-09-26,1635.77
2025-09-26,1619.41
2025-09-26,1603.22
2025-09-26,1587.19
2025-09-29,1587.19
2025-09-29,1587.19
2025-09-29,1634.8
2025-09-29,1618.45
2025-09-29,1667.01
2025-09-29,1650.34
2025-09-29,1633.84
2025-09-30,1633.84
2025-09-30,1633.84
2025-09-30,1682.85
2025-09-30,1733.34
2025-09-30,1716.0
2025-09-30,1698.84
2025-09-30,1681.85
2025-10-01,1681.85
2025-10-01,1681.85
2025-10-01,1665.04
2025-10-01,1648.38
2025-10-01,1631.9
2025-10-01,1615.58
2025-10-01,1664.05
2025-10-02,1664.05
2025-10-02,1664.05
2025-10-02,1713.97
2025-10-02,1696.83
2025-10-02,1679.86
2025-10-02,1730.26
2025-10-02,1712.96
2025-10-03,1712.96
2025-10-03,1712.96
2025-10-03,1695.83
2025-10-03,1678.87
2025-10-03,1662.08
2025-10-03,1662.08
2025-10-03,1662.08
2025-10-06,1662.08
2025-10-06,1662.08
2025-10-06,1645.46
2025-10-06,1694.82
2025-10-06,1677.87
2025-10-06,1661.1
2025-10-06,1644.48
2025-10-07,1644.48
2025-10-07,1644.48
2025-10-07,1644.48
2025-10-07,1644.48
2025-10-07,1644.48
2025-10-07,1644.48
2025-10-07,1644.48
2025-10-08,1644.48
2025-10-08,1644.48
2025-10-08,1628.04
2025-10-08,1676.88
2025-10-08,1727.19
2025-10-08,1709.92
2025-10-08,1692.82
2025-10-09,1692.82
2025-10-09,1692.82
2025-10-09,1743.6
2025-10-09,1743.6
2025-10-09,1795.91
2025-10-09,1777.95
2025-10-09,1831.29
2025-10-10,1831.29
2025-10-10,1831.29
2025-10-10,1831.29
2025-10-10,1831.29
2025-10-10,1831.29
2025-10-10,1812.98
2025-10-10,1867.36
2025-10-13,1867.36
2025-10-13,1867.36
2025-10-13,1867.36
2025-10-13,1867.36
2025-10-13,1867.36
2025-10-13,1867.36
2025-10-13,1923.39
2025-10-14,1923.39
2025-10-14,1923.39
2025-10-14,1923.39
2025-10-14,1904.15
2025-10-14,1961.28
2025-10-14,2020.11
2025-10-14,2080.72
2025-10-15,2080.72
2025-10-15,2080.72
2025-10-15,2143.14
2025-10-15,2207.43
2025-10-15,2207.43
2025-10-15,2273.66
2025-10-15,2341.87
2025-10-16,2341.87
2025-10-16,2341.87
2025-10-16,2412.12
2025-10-16,2388.0
2025-10-16,2364.12
2025-10-16,2340.48
2025-10-16,2410.69
2025-10-17,2410.69
2025-10-17,2410.69
2025-10-17,2386.59
2025-10-17,2386.59
2025-10-17,2362.72
2025-10-17,2339.09
2025-10-17,2409.27
2025-10-20,2409.27
2025-10-20,2409.27
2025-10-20,2481.55
2025-10-20,2555.99
2025-10-20,2632.67
2025-10-20,2606.34
2025-10-20,2580.28
2025-10-21,2580.28
2025-10-21,2580.28
2025-10-21,2657.69
2025-10-21,2737.42
2025-10-21,2710.05
2025-10-21,2791.35
2025-10-21,2763.43
2025-10-22,2763.43
2025-10-22,2763.43
2025-10-22,2763.43
2025-10-22,2763.43
2025-10-22,2763.43
2025-10-22,2763.43
2025-10-22,2763.43
2025-10-23,2763.43
2025-10-23,2763.43
2025-10-23,2846.34
2025-10-23,2817.87
2025-10-23,2902.41
2025-10-23,2873.39
2025-10-23,2844.65
2025-10-24,2844.65
2025-10-24,2844.65
2025-10-24,2816.21
2025-10-24,2788.04
2025-10-24,2760.16
2025-10-24,2732.56
2025-10-24,2705.24
2025-10-27,2705.24
2025-10-27,2705.24
2025-10-27,2786.39
2025-10-27,2758.53
2025-10-27,2730.94
2025-10-27,2703.63
2025-10-27,2676.6
2025-10-28,2676.6
2025-10-28,2676.6
2025-10-28,2649.83
2025-10-28,2623.33
2025-10-28,2702.03
2025-10-28,2783.09
2025-10-28,2755.26
2025-10-29,2755.26
2025-10-29,2755.26
2025-10-29,2727.71
2025-10-29,2809.54
2025-10-29,2893.83
2025-10-29,2980.64
2025-10-29,3070.06
2025-10-30,3070.06
2025-10-30,3070.06
2025-10-30,3070.06
2025-10-30,3070.06
2025-10-30,3070.06
2025-10-30,3070.06
2025-10-30,3070.06
2025-10-31,3070.06
2025-10-31,3070.06
2025-10-31,3070.06
2025-10-31,3070.06
2025-10-31,3070.06
2025-10-31,3070.06
2025-10-31,3070.06
2025-11-03,3070.06
2025-11-03,3070.06
2025-11-03,3162.16
2025-11-03,3130.54
2025-11-03,3224.46
2025-11-03,3192.21
2025-11-03,3192.21
2025-11-04,3192.21
2025-11-04,3192.21
2025-11-04,3192.21
2025-11-04,3192.21
2025-11-04,3192.21
2025-11-04,3192.21
2025-11-04,3192.21
2025-11-05,3192.21
2025-11-05,3192.21
2025-11-05,3192.21
2025-11-05,3192.21
2025-11-05,3192.21
2025-11-05,3192.21
2025-11-05,3192.21
2025-11-06,3192.21
2025-11-06,3160.29
2025-11-06,3128.69
2025-11-06,3222.55
2025-11-06,3190.33
2025-11-06,3190.33
2025-11-06,3190.33
2025-11-07,3190.33
2025-11-07,3158.42
2025-11-07,3126.84
2025-11-07,3095.57
2025-11-07,3064.61
2025-11-07,3033.97
2025-11-07,3033.97
2025-11-10,3033.97
2025-11-10,3124.99
2025-11-10,3093.74
2025-11-10,3186.55
2025-11-10,3154.68
2025-11-10,3123.14
2025-11-10,3123.14
2025-11-11,3123.14
2025-11-11,3216.83
2025-11-11,3184.66
2025-11-11,3280.2
2025-11-11,3247.4
2025-11-11,3344.82
2025-11-11,3344.82
2025-11-12,3344.82
2025-11-12,3311.37
2025-11-12,3410.71
2025-11-12,3376.61
2025-11-12,3342.84
2025-11-12,3309.41
2025-11-12,3309.41
2025-11-13,3309.41
2025-11-13,3276.32
2025-11-13,3243.56
2025-11-13,3211.12
2025-11-13,3307.45
2025-11-13,3274.38
2025-11-13,3274.38
2025-11-14,3274.38
2025-11-14,3372.61
2025-11-14,3338.88
2025-11-14,3439.05
2025-11-14,3404.66
2025-11-14,3370.61
2025-11-14,3370.61
2025-11-17,3370.61
2025-11-17,3336.91
2025-11-17,3303.54
2025-11-17,3270.5
2025-11-17,3237.8
2025-11-17,3205.42
2025-11-17,3205.42
2025-11-18,3205.42
2025-11-18,3173.37
2025-11-18,3141.63
2025-11-18,3235.88
2025-11-18,3332.96
2025-11-18,3432.95
2025-11-18,3432.95
2025-11-19,3432.95
2025-11-19,3398.62
2025-11-19,3364.63
2025-11-19,3330.98
2025-11-19,3297.68
2025-11-19,3396.61
2025-11-19,3396.61
2025-11-20,3396.61
2025-11-20,3396.61
2025-11-20,3362.64
2025-11-20,3329.01
2025-11-20,3428.88
2025-11-20,3531.75
2025-11-20,3531.75
2025-11-21,3531.75
2025-11-21,3637.7
2025-11-21,3746.83
2025-11-21,3859.24
2025-11-21,3859.24
2025-11-21,3820.65
2025-11-21,3820.65
2025-11-24,3820.65
2025-11-24,3820.65
2025-11-24,3820.65
2025-11-24,3820.65
2025-11-24,3820.65
2025-11-24,3820.65
2025-11-24,3820.65
2025-11-25,3820.65
2025-11-25,3820.65
2025-11-25,3820.65
2025-11-25,3820.65
2025-11-25,3820.65
2025-11-25,3820.65
2025-11-25,3820.65
2025-11-26,3820.65
2025-11-26,3782.44
2025-11-26,3744.62
2025-11-26,3707.17
2025-11-26,3670.1
2025-11-26,3633.4
2025-11-26,3633.4
2025-11-28,3633.4
2025-11-28,3597.06
2025-11-28,3561.09
2025-12-01,3561.09
2025-12-01,3667.92
2025-12-01,3631.25
2025-12-01,3594.93
2025-12-01,3558.98
2025-12-01,3665.75
2025-12-01,3665.75
2025-12-02,3665.75
2025-12-02,3629.1
2025-12-02,3592.8
2025-12-02,3700.59
2025-12-02,3663.58
2025-12-02,3626.95
2025-12-02,3626.95
2025-12-03,3626.95
2025-12-03,3735.76
2025-12-03,3698.4
2025-12-03,3661.41
2025-12-03,3771.26
2025-12-03,3733.54
2025-12-03,3733.54
2025-12-04,3733.54
2025-12-04,3696.21
2025-12-04,3807.09
2025-12-04,3769.02
2025-12-04,3769.02
2025-12-04,3769.02
2025-12-04,3769.02
2025-12-05,3769.02
2025-12-05,3731.33
2025-12-05,3843.27
2025-12-05,3804.84
2025-12-05,3766.79
2025-12-05,3879.8
2025-12-05,3879.8
2025-12-08,3879.8
2025-12-08,3841.0
2025-12-08,3841.0
2025-12-08,3841.0
2025-12-08,3841.0
2025-12-08,3841.0
2025-12-08,3841.0
2025-12-09,3841.0
2025-12-09,3956.23
2025-12-09,3916.67
2025-12-09,3877.5
2025-12-09,3838.72
2025-12-09,3953.89
2025-12-09,3953.89
2025-12-10,3953.89
2025-12-10,3953.89
2025-12-10,3953.89
2025-12-10,3953.89
2025-12-10,3914.35
2025-12-10,4031.78
2025-12-10,4031.78
2025-12-11,4031.78
2025-12-11,4031.78
2025-12-11,4031.78
2025-12-11,4031.78
2025-12-11,4152.73
2025-12-11,4277.31
2025-12-11,4277.31
2025-12-12,4277.31
2025-12-12,4234.54
2025-12-12,4361.58
2025-12-12,4317.96
2025-12-12,4274.78
2025-12-12,4403.02
2025-12-12,4403.02
2025-12-15,4403.02
2025-12-15,4535.11
2025-12-15,4671.17
2025-12-15,4624.46
2025-12-15,4578.21
2025-12-15,4715.56
2025-12-15,4715.56
2025-12-16,4715.56
2025-12-16,4668.4
2025-12-16,4808.45
2025-12-16,4760.37
2025-12-16,4712.77
2025-12-16,4665.64
2025-12-16,4665.64
2025-12-17,4665.64
2025-12-17,4618.98
2025-12-17,4572.79
2025-12-17,4709.98
2025-12-17,4851.28
2025-12-17,4996.81
2025-12-17,4996.81
2025-12-18,4996.81
2025-12-18,4996.81
2025-12-18,4996.81
2025-12-18,4996.81
2025-12-18,4996.81
2025-12-18,4996.81
2025-12-18,4996.81
2025-12-19,4996.81
2025-12-19,4946.85
2025-12-19,4897.38
2025-12-19,4848.4
2025-12-19,4799.92
2025-12-19,4943.92
2025-12-19,4943.92
2025-12-22,4943.92
2025-12-22,4894.48
2025-12-22,5041.31
2025-12-22,5192.55
2025-12-22,5140.63
2025-12-22,5089.22
2025-12-22,5089.22
2025-12-23,5089.22
2025-12-23,5038.33
2025-12-23,5189.48
2025-12-23,5137.58
2025-12-23,5291.71
2025-12-23,5238.79
2025-12-23,5238.79
2025-12-24,5238.79
2025-12-24,5186.4
2025-12-24,5342.0
2025-12-26,5342.0
2025-12-26,5502.26
2025-12-26,5667.32
2025-12-26,5610.65
2025-12-26,5554.54
2025-12-26,5499.0
2025-12-26,5499.0
2025-12-29,5499.0
2025-12-29,5499.0
2025-12-29,5499.0
2025-12-29,5499.0
2025-12-29,5499.0
2025-12-29,5499.0
2025-12-29,5499.0
2025-12-30,5499.0
2025-12-30,5444.01
2025-12-30,5444.01
2025-12-30,5444.01
2025-12-30,5444.01
2025-12-30,5444.01
2025-12-30,5444.01
2025-12-31,5444.01
2025-12-31,5444.01
2025-12-31,5444.01
2025-12-31,5444.01
2025-12-31,5444.01
2025-12-31,5389.57
2025-12-31,5389.57
2026-01-02,5389.57
2026-01-02,5551.26
2026-01-02,5495.74
2026-01-02,5660.62
2026-01-02,5604.01
2026-01-02,5547.97
2026-01-02,5547.97
2026-01-05,5547.97
2026-01-05,5492.49
2026-01-05,5437.57
2026-01-05,5600.69
2026-01-05,5544.69
2026-01-05,5489.24
2026-01-05,5489.24
2026-01-06,5489.24
2026-01-06,5489.24
2026-01-06,5434.35
2026-01-06,5597.38
2026-01-06,5765.3
2026-01-06,5765.3
2026-01-06,5765.3
2026-01-07,5765.3
2026-01-07,5938.26
2026-01-07,6116.4
2026-01-07,6055.24
2026-01-07,5994.69
2026-01-07,5934.74
2026-01-07,5934.74
2026-01-08,5934.74
2026-01-08,5934.74
2026-01-08,5934.74
2026-01-08,5934.74
2026-01-08,5934.74
2026-01-08,5934.74
2026-01-08,5934.74
2026-01-09,5934.74
2026-01-09,5875.39
2026-01-09,5816.64
2026-01-09,5991.14
2026-01-09,5931.23
2026-01-09,6109.16
2026-01-09,6109.16
2026-01-12,6109.16
2026-01-12,6292.44
2026-01-12,6229.51
2026-01-12,6167.22
2026-01-12,6352.24
2026-01-12,6288.71
2026-01-12,6288.71
2026-01-13,6288.71
2026-01-13,6225.83
2026-01-13,6163.57
2026-01-13,6163.57
2026-01-13,6163.57
2026-01-13,6163.57
2026-01-13,6163.57
2026-01-14,6163.57
2026-01-14,6101.93
2026-01-14,6040.91
2026-01-14,6222.14
2026-01-14,6159.92
2026-01-14,6098.32
2026-01-14,6098.32
2026-01-15,6098.32
2026-01-15,6037.34
2026-01-15,5976.96
2026-01-15,6156.27
2026-01-15,6094.71
2026-01-15,6094.71
2026-01-15,6094.71
2026-01-16,6094.71
2026-01-16,6094.71
2026-01-16,6094.71
2026-01-16,6094.71
2026-01-16,6033.76
2026-01-16,6033.76
2026-01-16,6033.76
2026-01-20,6033.76
2026-01-20,5973.42
2026-01-20,5913.69
2026-01-20,5854.55
2026-01-20,5796.01
2026-01-20,5738.05
2026-01-20,5738.05
2026-01-21,5738.05
2026-01-21,5910.19
2026-01-21,5851.09
2026-01-21,5792.58
2026-01-21,5792.58
2026-01-21,5792.58
2026-01-21,5792.58
2026-01-22,5792.58
2026-01-22,5966.35
2026-01-22,6145.34
2026-01-22,6083.89
2026-01-22,6266.41
2026-01-22,6454.4
2026-01-22,6454.4
2026-01-23,6454.4
2026-01-23,6648.03
2026-01-23,6847.47
2026-01-23,7052.9
2026-01-23,6982.37
2026-01-23,7191.84
2026-01-23,7191.84
2026-01-26,7191.84
2026-01-26,7119.92
2026-01-26,7048.72
2026-01-26,7260.18
2026-01-26,7477.99
2026-01-26,7403.21
2026-01-26,7403.21
2026-01-27,7403.21
2026-01-27,7625.31
2026-01-27,7854.06
2026-01-27,7775.52
2026-01-27,7697.77
2026-01-27,7620.79
2026-01-27,7620.79
2026-01-28,7620.79
2026-01-28,7849.41
2026-01-28,7770.92
2026-01-28,7693.21
2026-01-28,7616.28
2026-01-28,7540.12
2026-01-28,7540.12
2026-01-29,7540.12
2026-01-29,7540.12
2026-01-29,7540.12
2026-01-29,7540.12
2026-01-29,7540.12
2026-01-29,7540.12
2026-01-29,7540.12
2026-01-30,7540.12
2026-01-30,7540.12
2026-01-30,7540.12
2026-01-30,7540.12
2026-01-30,7540.12
2026-01-30,7766.32
2026-01-30,7766.32
2026-02-02,7766.32
2026-02-02,7999.31
2026-02-02,7919.32
2026-02-02,8156.9
2026-02-02,8401.6
2026-02-02,8317.59
2026-02-02,8317.59
2026-02-03,8317.59
2026-02-03,8234.41
2026-02-03,8152.07
2026-02-03,8070.55
2026-02-03,7989.84
2026-02-03,8229.54
2026-02-03,8229.54
2026-02-04,8229.54
2026-02-04,8147.24
2026-02-04,8065.77
2026-02-04,8307.74
2026-02-04,8224.66
2026-02-04,8142.42
2026-02-04,8142.42
2026-02-05,8142.42
2026-02-05,8060.99
2026-02-05,8302.82
2026-02-05,8551.91
2026-02-05,8466.39
2026-02-05,8720.38
2026-02-05,8720.38
2026-02-06,8720.38
2026-02-06,8720.38
2026-02-06,8720.38
2026-02-06,8720.38
2026-02-06,8720.38
2026-02-06,8720.38
2026-02-06,8720.38
2026-02-09,8720.38
2026-02-09,8720.38
2026-02-09,8720.38
2026-02-09,8720.38
2026-02-09,8720.38
2026-02-09,8720.38
2026-02-09,8720.38
2026-02-10,8720.38
2026-02-10,8720.38
2026-02-10,8720.38
2026-02-10,8720.38
2026-02-10,8720.38
2026-02-10,8720.38
2026-02-10,8720.38
2026-02-11,8720.38
2026-02-11,8981.99
2026-02-11,8981.99
2026-02-11,8981.99
2026-02-11,8981.99
2026-02-11,9251.45
2026-02-11,9251.45
2026-02-12,9251.45
2026-02-12,9158.94
2026-02-12,9067.35
2026-02-12,8976.67
2026-02-12,9245.97
2026-02-12,9523.35
2026-02-12,9523.35
2026-02-13,9523.35
2026-02-13,9428.12
2026-02-13,9333.84
2026-02-13,9240.5
2026-02-13,9148.1
2026-02-13,9056.61
2026-02-13,9056.61
2026-02-17,9056.61
2026-02-17,9328.31
2026-02-17,9608.16
2026-02-17,9512.08
2026-02-17,9797.44
2026-02-17,9699.47
2026-02-17,9699.47
2026-02-18,9699.47
2026-02-18,9699.47
2026-02-18,9699.47
2026-02-18,9699.47
2026-02-18,9699.47
2026-02-18,9699.47
2026-02-18,9699.47
2026-02-19,9699.47
2026-02-19,9602.47
2026-02-19,9506.45
2026-02-19,9411.38
2026-02-19,9317.27
2026-02-19,9224.1
2026-02-19,9224.1
2026-02-20,9224.1
2026-02-20,9224.1
2026-02-20,9224.1
2026-02-20,9224.1
2026-02-20,9224.1
2026-02-20,9224.1
2026-02-20,9224.1
2026-02-23,9224.1
2026-02-23,9131.86
2026-02-23,9040.54
2026-02-23,9311.75
2026-02-23,9218.64
2026-02-23,9126.45
2026-02-23,9126.45
2026-02-24,9126.45
2026-02-24,9126.45
2026-02-24,9126.45
2026-02-24,9126.45
2026-02-24,9126.45
2026-02-24,9126.45
2026-02-24,9126.45
2026-02-25,9126.45
2026-02-25,9400.24
2026-02-25,9306.24
2026-02-25,9213.18
2026-02-25,9121.05
2026-02-25,9394.68
2026-02-25,9394.68
2026-02-26,9394.68
2026-02-26,9676.52
2026-02-26,9966.81
2026-02-26,10265.82
2026-02-26,10163.16
2026-02-26,10061.53
2026-02-26,10061.53
2026-02-27,10061.53
2026-02-27,10363.38
2026-02-27,10259.74
2026-02-27,10567.53
2026-02-27,10884.56
2026-02-27,10775.71
2026-02-27,10775.71
2026-03-02,10775.71
2026-03-02,10667.96
2026-03-02,10667.96
2026-03-02,10667.96
2026-03-02,10561.28
2026-03-02,10455.66
2026-03-02,10455.66
2026-03-03,10455.66
2026-03-03,10351.11
2026-03-03,10247.6
2026-03-03,10145.12
2026-03-03,10043.67
2026-03-03,9943.23
2026-03-03,9943.23
2026-03-04,9943.23
2026-03-04,9943.23
2026-03-04,9843.8
2026-03-04,9745.36
2026-03-04,10037.72
2026-03-04,9937.35
2026-03-04,9937.35
2026-03-05,9937.35
2026-03-05,9937.35
2026-03-05,9937.35
2026-03-05,9837.97
2026-03-05,9739.59
2026-03-05,9642.2
2026-03-05,9642.2
2026-03-06,9642.2
2026-03-06,9545.78
2026-03-06,9450.32
2026-03-06,9733.83
2026-03-06,9636.49
2026-03-06,9540.12
2026-03-06,9540.12
2026-03-09,9540.12
2026-03-09,9540.12
2026-03-09,9826.33
2026-03-09,10121.12
2026-03-09,10424.75
2026-03-09,10424.75
2026-03-09,10424.75
2026-03-10,10424.75
2026-03-10,10424.75
2026-03-10,10320.5
2026-03-10,10217.3
2026-03-10,10115.13
2026-03-10,10115.13
2026-03-10,10115.13
2026-03-11,10115.13
2026-03-11,10115.13
2026-03-11,10115.13
2026-03-11,10115.13
2026-03-11,10115.13
2026-03-11,10115.13
2026-03-11,10115.13
2026-03-12,10115.13
2026-03-12,10115.13
2026-03-12,10013.97
2026-03-12,9913.83
2026-03-12,9814.7
2026-03-12,9716.55
2026-03-12,10008.05
