date,equity
2025-08-08,692.11
2025-08-08,692.11
2025-08-08,685.18
2025-08-08,678.33
2025-08-08,671.55
2025-08-08,664.83
2025-08-08,658.19
2025-08-11,658.19
2025-08-11,658.19
2025-08-11,677.93
2025-08-11,698.27
2025-08-11,719.22
2025-08-11,712.02
2025-08-11,704.9
2025-08-12,704.9
2025-08-12,704.9
2025-08-12,726.05
2025-08-12,718.79
2025-08-12,740.35
2025-08-12,732.95
2025-08-12,725.62
2025-08-13,725.62
2025-08-13,725.62
2025-08-13,718.37
2025-08-13,739.92
2025-08-13,732.52
2025-08-13,754.49
2025-08-13,777.13
2025-08-14,777.13
2025-08-14,777.13
2025-08-14,800.44
2025-08-14,792.44
2025-08-14,784.51
2025-08-14,776.67
2025-08-14,799.97
2025-08-15,799.97
2025-08-15,799.97
2025-08-15,791.97
2025-08-15,784.05
2025-08-15,776.21
2025-08-15,768.45
2025-08-15,791.5
2025-08-18,791.5
2025-08-18,791.5
2025-08-18,815.24
2025-08-18,807.09
2025-08-18,807.09
2025-08-18,807.09
2025-08-18,807.09
2025-08-19,807.09
2025-08-19,807.09
2025-08-19,807.09
2025-08-19,807.09
2025-08-19,807.09
2025-08-19,807.09
2025-08-19,807.09
2025-08-20,807.09
2025-08-20,807.09
2025-08-20,807.09
2025-08-20,807.09
2025-08-20,807.09
2025-08-20,799.02
2025-08-20,822.99
2025-08-21,822.99
2025-08-21,822.99
2025-08-21,822.99
2025-08-21,822.99
2025-08-21,822.99
2025-08-21,822.99
2025-08-21,822.99
2025-08-22,822.99
2025-08-22,822.99
2025-08-22,847.68
2025-08-22,839.2
2025-08-22,864.38
2025-08-22,855.74
2025-08-22,847.18
2025-08-25,847.18
2025-08-25,847.18
2025-08-25,838.71
2025-08-25,830.32
2025-08-25,822.02
2025-08-25,813.8
2025-08-25,813.8
2025-08-26,813.8
2025-08-26,813.8
2025-08-26,813.8
2025-08-26,805.66
2025-08-26,829.83
2025-08-26,821.53
2025-08-26,846.18
2025-08-27,846.18
2025-08-27,846.18
2025-08-27,837.71
2025-08-27,862.85
2025-08-27,888.73
2025-08-27,915.39
2025-08-27,906.24
2025-08-28,906.24
2025-08-28,906.24
2025-08-28,933.43
2025-08-28,924.09
2025-08-28,914.85
2025-08-28,942.3
2025-08-28,932.87
2025-08-29,932.87
2025-08-29,932.87
2025-08-29,932.87
2025-08-29,932.87
2025-08-29,932.87
2025-08-29,932.87
2025-08-29,960.86
2025-09-02,960.86
2025-09-02,960.86
2025-09-02,960.86
2025-09-02,960.86
2025-09-02,960.86
2025-09-02,960.86
2025-09-02,960.86
2025-09-03,960.86
2025-09-03,960.86
2025-09-03,951.25
2025-09-03,941.74
2025-09-03,932.32
2025-09-03,960.29
2025-09-03,950.69
2025-09-04,950.69
2025-09-04,950.69
2025-09-04,941.18
2025-09-04,931.77
2025-09-04,922.45
2025-09-04,913.23
2025-09-04,940.62
2025-09-05,940.62
2025-09-05,940.62
2025-09-05,968.84
2025-09-05,959.15
2025-09-05,949.56
2025-09-05,978.05
2025-09-05,968.27
2025-09-08,968.27
2025-09-08,968.27
2025-09-08,958.59
2025-09-08,987.34
2025-09-08,977.47
2025-09-08,977.47
2025-09-08,1006.79
2025-09-09,1006.79
2025-09-09,1006.79
2025-09-09,996.73
2025-09-09,1026.63
2025-09-09,1016.36
2025-09-09,1006.2
2025-09-09,996.14
2025-09-10,996.14
2025-09-10,996.14
2025-09-10,996.14
2025-09-10,996.14
2025-09-10,996.14
2025-09-10,996.14
2025-09-10,996.14
2025-09-11,996.14
2025-09-11,996.14
2025-09-11,1026.02
2025-09-11,1015.76
2025-09-11,1046.23
2025-09-11,1077.62
2025-09-11,1066.84
2025-09-12,1066.84
2025-09-12,1066.84
2025-09-12,1098.85
2025-09-12,1087.86
2025-09-12,1076.98
2025-09-12,1109.29
2025-09-12,1098.2
2025-09-15,1098.2
2025-09-15,1098.2
2025-09-15,1131.14
2025-09-15,1131.14
2025-09-15,1131.14
2025-09-15,1131.14
2025-09-15,1119.83
2025-09-16,1119.83
2025-09-16,1119.83
2025-09-16,1119.83
2025-09-16,1119.83
2025-09-16,1119.83
2025-09-16,1119.83
2025-09-16,1119.83
2025-09-17,1119.83
2025-09-17,1119.83
2025-09-17,1153.43
2025-09-17,1141.89
2025-09-17,1176.15
2025-09-17,1211.44
2025-09-17,1199.32
2025-09-18,1199.32
2025-09-18,1199.32
2025-09-18,1187.33
2025-09-18,1175.45
2025-09-18,1163.7
2025-09-18,1152.06
2025-09-18,1140.54
2025-09-19,1140.54
2025-09-19,1140.54
2025-09-19,1129.14
2025-09-19,1163.01
2025-09-19,1151.38
2025-09-19,1139.87
2025-09-19,1174.06
2025-09-22,1174.06
2025-09-22,1174.06
2025-09-22,1209.29
2025-09-22,1197.19
2025-09-22,1233.11
2025-09-22,1220.78
2025-09-22,1257.4
2025-09-23,1257.4
2025-09-23,1257.4
2025-09-23,1295.12
2025-09-23,1295.12
2025-09-23,1295.12
2025-09-23,1295.12
2025-09-23,1295.12
2025-09-24,1295.12
2025-09-24,1295.12
2025-09-24,1295.12
2025-09-24,1295.12
2025-09-24,1295.12
2025-09-24,1295.12
2025-09-24,1295.12
2025-09-25,1295.12
2025-09-25,1295.12
2025-09-25,1295.12
2025-09-25,1295.12
2025-09-25,1295.12
2025-09-25,1282.17
2025-09-25,1320.64
2025-09-26,1320.64
2025-09-26,1320.64
2025-09-26,1360.26
2025-09-26,1346.65
2025-09-26,1333.19
2025-09-26,1373.18
2025-09-26,1414.38
2025-09-29,1414.38
2025-09-29,1414.38
2025-09-29,1400.23
2025-09-29,1386.23
2025-09-29,1372.37
2025-09-29,1413.54
2025-09-29,1455.95
2025-09-30,1455.95
2025-09-30,1455.95
2025-09-30,1499.62
2025-09-30,1499.62
2025-09-30,1544.61
2025-09-30,1529.17
2025-09-30,1575.04
2025-10-01,1575.04
2025-10-01,1575.04
2025-10-01,1559.29
2025-10-01,1543.7
2025-10-01,1528.26
2025-10-01,1574.11
2025-10-01,1558.37
2025-10-02,1558.37
2025-10-02,1558.37
2025-10-02,1542.78
2025-10-02,1527.36
2025-10-02,1573.18
2025-10-02,1620.37
2025-10-02,1604.17
2025-10-03,1604.17
2025-10-03,1604.17
2025-10-03,1588.13
2025-10-03,1635.77
2025-10-03,1619.41
2025-10-03,1603.22
2025-10-03,1587.19
2025-10-06,1587.19
2025-10-06,1587.19
2025-10-06,1634.8
2025-10-06,1618.45
2025-10-06,1667.01
2025-10-06,1650.34
2025-10-06,1633.84
2025-10-07,1633.84
2025-10-07,1633.84
2025-10-07,1633.84
2025-10-07,1633.84
2025-10-07,1633.84
2025-10-07,1633.84
2025-10-07,1633.84
2025-10-08,1633.84
2025-10-08,1633.84
2025-10-08,1682.85
2025-10-08,1733.34
2025-10-08,1716.0
2025-10-08,1716.0
2025-10-08,1716.0
2025-10-09,1716.0
2025-10-09,1716.0
2025-10-09,1716.0
2025-10-09,1716.0
2025-10-09,1716.0
2025-10-09,1716.0
2025-10-09,1698.84
2025-10-10,1698.84
2025-10-10,1698.84
2025-10-10,1681.85
2025-10-10,1665.04
2025-10-10,1648.38
2025-10-10,1631.9
2025-10-10,1615.58
2025-10-13,1615.58
2025-10-13,1615.58
2025-10-13,1615.58
2025-10-13,1664.05
2025-10-13,1713.97
2025-10-13,1713.97
2025-10-13,1713.97
2025-10-14,1713.97
2025-10-14,1713.97
2025-10-14,1696.83
2025-10-14,1679.86
2025-10-14,1730.26
2025-10-14,1712.96
2025-10-14,1695.83
2025-10-15,1695.83
2025-10-15,1695.83
2025-10-15,1678.87
2025-10-15,1678.87
2025-10-15,1662.08
2025-10-15,1645.46
2025-10-15,1645.46
2025-10-16,1645.46
2025-10-16,1645.46
2025-10-16,1694.82
2025-10-16,1677.87
2025-10-16,1661.1
2025-10-16,1644.48
2025-10-16,1628.04
2025-10-17,1628.04
2025-10-17,1628.04
2025-10-17,1628.04
2025-10-17,1676.88
2025-10-17,1727.19
2025-10-17,1709.92
2025-10-17,1692.82
2025-10-20,1692.82
2025-10-20,1692.82
2025-10-20,1743.6
2025-10-20,1795.91
2025-10-20,1777.95
2025-10-20,1831.29
2025-10-20,1812.98
2025-10-21,1812.98
2025-10-21,1812.98
2025-10-21,1867.36
2025-10-21,1923.39
2025-10-21,1904.15
2025-10-21,1961.28
2025-10-21,2020.11
2025-10-22,2020.11
2025-10-22,2020.11
2025-10-22,2080.72
2025-10-22,2080.72
2025-10-22,2080.72
2025-10-22,2080.72
2025-10-22,2080.72
2025-10-23,2080.72
2025-10-23,2080.72
2025-10-23,2080.72
2025-10-23,2143.14
2025-10-23,2207.43
2025-10-23,2273.66
2025-10-23,2273.66
2025-10-24,2273.66
2025-10-24,2273.66
2025-10-24,2341.87
2025-10-24,2412.12
2025-10-24,2388.0
2025-10-24,2364.12
2025-10-24,2340.48
2025-10-27,2340.48
2025-10-27,2340.48
2025-10-27,2410.69
2025-10-27,2386.59
2025-10-27,2362.72
2025-10-27,2339.09
2025-10-27,2409.27
2025-10-28,2409.27
2025-10-28,2409.27
2025-10-28,2481.55
2025-10-28,2555.99
2025-10-28,2632.67
2025-10-28,2606.34
2025-10-28,2580.28
2025-10-29,2580.28
2025-10-29,2580.28
2025-10-29,2657.69
2025-10-29,2737.42
2025-10-29,2710.05
2025-10-29,2710.05
2025-10-29,2710.05
2025-10-30,2710.05
2025-10-30,2710.05
2025-10-30,2791.35
2025-10-30,2763.43
2025-10-30,2763.43
2025-10-30,2763.43
2025-10-30,2763.43
2025-10-31,2763.43
2025-10-31,2763.43
2025-10-31,2763.43
2025-10-31,2763.43
2025-10-31,2763.43
2025-10-31,2846.34
2025-10-31,2846.34
2025-11-03,2846.34
2025-11-03,2846.34
2025-11-03,2846.34
2025-11-03,2846.34
2025-11-03,2846.34
2025-11-03,2846.34
2025-11-03,2846.34
2025-11-04,2846.34
2025-11-04,2846.34
2025-11-04,2846.34
2025-11-04,2817.87
2025-11-04,2902.41
2025-11-04,2873.39
2025-11-04,2873.39
2025-11-05,2873.39
2025-11-05,2844.65
2025-11-05,2816.21
2025-11-05,2788.04
2025-11-05,2760.16
2025-11-05,2732.56
2025-11-05,2732.56
2025-11-06,2732.56
2025-11-06,2705.24
2025-11-06,2786.39
2025-11-06,2758.53
2025-11-06,2730.94
2025-11-06,2730.94
2025-11-06,2730.94
2025-11-07,2730.94
2025-11-07,2703.63
2025-11-07,2676.6
2025-11-07,2649.83
2025-11-07,2623.33
2025-11-07,2623.33
2025-11-07,2623.33
2025-11-10,2623.33
2025-11-10,2623.33
2025-11-10,2702.03
2025-11-10,2783.09
2025-11-10,2755.26
2025-11-10,2727.71
2025-11-10,2727.71
2025-11-11,2727.71
2025-11-11,2809.54
2025-11-11,2893.83
2025-11-11,2980.64
2025-11-11,3070.06
2025-11-11,3162.16
2025-11-11,3162.16
2025-11-12,3162.16
2025-11-12,3130.54
2025-11-12,3224.46
2025-11-12,3192.21
2025-11-12,3160.29
2025-11-12,3128.69
2025-11-12,3128.69
2025-11-13,3128.69
2025-11-13,3128.69
2025-11-13,3128.69
2025-11-13,3128.69
2025-11-13,3128.69
2025-11-13,3128.69
2025-11-13,3128.69
2025-11-14,3128.69
2025-11-14,3128.69
2025-11-14,3128.69
2025-11-14,3128.69
2025-11-14,3128.69
2025-11-14,3128.69
2025-11-14,3128.69
2025-11-17,3128.69
2025-11-17,3222.55
2025-11-17,3190.33
2025-11-17,3158.42
2025-11-17,3126.84
2025-11-17,3095.57
2025-11-17,3095.57
2025-11-18,3095.57
2025-11-18,3064.61
2025-11-18,3033.97
2025-11-18,3124.99
2025-11-18,3093.74
2025-11-18,3186.55
2025-11-18,3186.55
2025-11-19,3186.55
2025-11-19,3154.68
2025-11-19,3123.14
2025-11-19,3216.83
2025-11-19,3184.66
2025-11-19,3280.2
2025-11-19,3280.2
2025-11-20,3280.2
2025-11-20,3280.2
2025-11-20,3247.4
2025-11-20,3344.82
2025-11-20,3311.37
2025-11-20,3410.71
2025-11-20,3410.71
2025-11-21,3410.71
2025-11-21,3376.61
2025-11-21,3376.61
2025-11-21,3376.61
2025-11-21,3376.61
2025-11-21,3376.61
2025-11-21,3376.61
2025-11-24,3376.61
2025-11-24,3376.61
2025-11-24,3376.61
2025-11-24,3376.61
2025-11-24,3376.61
2025-11-24,3376.61
2025-11-24,3376.61
2025-11-25,3376.61
2025-11-25,3376.61
2025-11-25,3342.84
2025-11-25,3309.41
2025-11-25,3276.32
2025-11-25,3243.56
2025-11-25,3243.56
2025-11-26,3243.56
2025-11-26,3211.12
2025-11-26,3307.45
2025-11-26,3274.38
2025-11-26,3372.61
2025-11-26,3338.88
2025-11-26,3338.88
2025-11-28,3338.88
2025-11-28,3439.05
2025-11-28,3404.66
2025-12-01,3404.66
2025-12-01,3370.61
2025-12-01,3336.91
2025-12-01,3303.54
2025-12-01,3270.5
2025-12-01,3237.8
2025-12-01,3237.8
2025-12-02,3237.8
2025-12-02,3205.42
2025-12-02,3173.37
2025-12-02,3173.37
2025-12-02,3173.37
2025-12-02,3141.63
2025-12-02,3141.63
2025-12-03,3141.63
2025-12-03,3235.88
2025-12-03,3332.96
2025-12-03,3432.95
2025-12-03,3398.62
2025-12-03,3364.63
2025-12-03,3364.63
2025-12-04,3364.63
2025-12-04,3330.98
2025-12-04,3297.68
2025-12-04,3396.61
2025-12-04,3362.64
2025-12-04,3329.01
2025-12-04,3329.01
2025-12-05,3329.01
2025-12-05,3428.88
2025-12-05,3531.75
2025-12-05,3637.7
2025-12-05,3746.83
2025-12-05,3859.24
2025-12-05,3859.24
2025-12-08,3859.24
2025-12-08,3859.24
2025-12-08,3859.24
2025-12-08,3859.24
2025-12-08,3859.24
2025-12-08,3859.24
2025-12-08,3859.24
2025-12-09,3859.24
2025-12-09,3820.65
2025-12-09,3820.65
2025-12-09,3820.65
2025-12-09,3820.65
2025-12-09,3820.65
2025-12-09,3820.65
2025-12-10,3820.65
2025-12-10,3782.44
2025-12-10,3744.62
2025-12-10,3707.17
2025-12-10,3670.1
2025-12-10,3633.4
2025-12-10,3633.4
2025-12-11,3633.4
2025-12-11,3597.06
2025-12-11,3561.09
2025-12-11,3667.92
2025-12-11,3631.25
2025-12-11,3594.93
2025-12-11,3594.93
2025-12-12,3594.93
2025-12-12,3558.98
2025-12-12,3665.75
2025-12-12,3629.1
2025-12-12,3592.8
2025-12-12,3700.59
2025-12-12,3700.59
2025-12-15,3700.59
2025-12-15,3663.58
2025-12-15,3663.58
2025-12-15,3663.58
2025-12-15,3626.95
2025-12-15,3626.95
2025-12-15,3626.95
2025-12-16,3626.95
2025-12-16,3626.95
2025-12-16,3626.95
2025-12-16,3626.95
2025-12-16,3626.95
2025-12-16,3626.95
2025-12-16,3626.95
2025-12-17,3626.95
2025-12-17,3626.95
2025-12-17,3626.95
2025-12-17,3626.95
2025-12-17,3626.95
2025-12-17,3626.95
2025-12-17,3626.95
2025-12-18,3626.95
2025-12-18,3735.76
2025-12-18,3735.76
2025-12-18,3735.76
2025-12-18,3735.76
2025-12-18,3735.76
2025-12-18,3735.76
2025-12-19,3735.76
2025-12-19,3698.4
2025-12-19,3661.41
2025-12-19,3771.26
2025-12-19,3733.54
2025-12-19,3696.21
2025-12-19,3696.21
2025-12-22,3696.21
2025-12-22,3807.09
2025-12-22,3769.02
2025-12-22,3731.33
2025-12-22,3843.27
2025-12-22,3804.84
2025-12-22,3804.84
2025-12-23,3804.84
2025-12-23,3766.79
2025-12-23,3879.8
2025-12-23,3841.0
2025-12-23,3956.23
2025-12-23,3916.67
2025-12-23,3916.67
2025-12-24,3916.67
2025-12-24,3877.5
2025-12-24,3838.72
2025-12-26,3838.72
2025-12-26,3953.89
2025-12-26,3914.35
2025-12-26,4031.78
2025-12-26,4152.73
2025-12-26,4277.31
2025-12-26,4277.31
2025-12-29,4277.31
2025-12-29,4277.31
2025-12-29,4277.31
2025-12-29,4277.31
2025-12-29,4277.31
2025-12-29,4277.31
2025-12-29,4277.31
2025-12-30,4277.31
2025-12-30,4277.31
2025-12-30,4277.31
2025-12-30,4277.31
2025-12-30,4277.31
2025-12-30,4277.31
2025-12-30,4277.31
2025-12-31,4277.31
2025-12-31,4277.31
2025-12-31,4277.31
2025-12-31,4277.31
2025-12-31,4234.54
2025-12-31,4361.58
2025-12-31,4361.58
2026-01-02,4361.58
2026-01-02,4317.96
2026-01-02,4274.78
2026-01-02,4403.02
2026-01-02,4535.11
2026-01-02,4671.17
2026-01-02,4671.17
2026-01-05,4671.17
2026-01-05,4624.46
2026-01-05,4578.21
2026-01-05,4715.56
2026-01-05,4668.4
2026-01-05,4808.45
2026-01-05,4808.45
2026-01-06,4808.45
2026-01-06,4760.37
2026-01-06,4712.77
2026-01-06,4665.64
2026-01-06,4618.98
2026-01-06,4572.79
2026-01-06,4572.79
2026-01-07,4572.79
2026-01-07,4709.98
2026-01-07,4851.28
2026-01-07,4996.81
2026-01-07,4996.81
2026-01-07,4996.81
2026-01-07,4996.81
2026-01-08,4996.81
2026-01-08,4946.85
2026-01-08,4897.38
2026-01-08,4848.4
2026-01-08,4799.92
2026-01-08,4943.92
2026-01-08,4943.92
2026-01-09,4943.92
2026-01-09,4894.48
2026-01-09,5041.31
2026-01-09,5192.55
2026-01-09,5140.63
2026-01-09,5089.22
2026-01-09,5089.22
2026-01-12,5089.22
2026-01-12,5038.33
2026-01-12,5189.48
2026-01-12,5137.58
2026-01-12,5291.71
2026-01-12,5238.79
2026-01-12,5238.79
2026-01-13,5238.79
2026-01-13,5238.79
2026-01-13,5238.79
2026-01-13,5238.79
2026-01-13,5238.79
2026-01-13,5238.79
2026-01-13,5238.79
2026-01-14,5238.79
2026-01-14,5238.79
2026-01-14,5238.79
2026-01-14,5238.79
2026-01-14,5238.79
2026-01-14,5238.79
2026-01-14,5238.79
2026-01-15,5238.79
2026-01-15,5186.4
2026-01-15,5342.0
2026-01-15,5502.26
2026-01-15,5667.32
2026-01-15,5610.65
2026-01-15,5610.65
2026-01-16,5610.65
2026-01-16,5554.54
2026-01-16,5499.0
2026-01-16,5444.01
2026-01-16,5389.57
2026-01-16,5551.26
2026-01-16,5551.26
2026-01-20,5551.26
2026-01-20,5551.26
2026-01-20,5551.26
2026-01-20,5495.74
2026-01-20,5660.62
2026-01-20,5604.01
2026-01-20,5604.01
2026-01-21,5604.01
2026-01-21,5604.01
2026-01-21,5604.01
2026-01-21,5604.01
2026-01-21,5547.97
2026-01-21,5492.49
2026-01-21,5492.49
2026-01-22,5492.49
2026-01-22,5437.57
2026-01-22,5600.69
2026-01-22,5544.69
2026-01-22,5489.24
2026-01-22,5434.35
2026-01-22,5434.35
2026-01-23,5434.35
2026-01-23,5597.38
2026-01-23,5765.3
2026-01-23,5765.3
2026-01-23,5938.26
2026-01-23,5938.26
2026-01-23,5938.26
2026-01-26,5938.26
2026-01-26,6116.4
2026-01-26,6055.24
2026-01-26,5994.69
2026-01-26,5934.74
2026-01-26,5875.39
2026-01-26,5875.39
2026-01-27,5875.39
2026-01-27,5875.39
2026-01-27,5875.39
2026-01-27,5816.64
2026-01-27,5991.14
2026-01-27,5931.23
2026-01-27,5931.23
2026-01-28,5931.23
2026-01-28,5931.23
2026-01-28,5931.23
2026-01-28,6109.16
2026-01-28,6292.44
2026-01-28,6229.51
2026-01-28,6229.51
2026-01-29,6229.51
2026-01-29,6167.22
2026-01-29,6352.24
2026-01-29,6288.71
2026-01-29,6288.71
2026-01-29,6225.83
2026-01-29,6225.83
2026-01-30,6225.83
2026-01-30,6163.57
2026-01-30,6101.93
2026-01-30,6040.91
2026-01-30,6222.14
2026-01-30,6222.14
2026-01-30,6222.14
2026-02-02,6222.14
2026-02-02,6159.92
2026-02-02,6098.32
2026-02-02,6037.34
2026-02-02,5976.96
2026-02-02,6156.27
2026-02-02,6156.27
2026-02-03,6156.27
2026-02-03,6094.71
2026-02-03,6033.76
2026-02-03,6033.76
2026-02-03,6033.76
2026-02-03,5973.42
2026-02-03,5973.42
2026-02-04,5973.42
2026-02-04,5913.69
2026-02-04,5854.55
2026-02-04,5796.01
2026-02-04,5738.05
2026-02-04,5910.19
2026-02-04,5910.19
2026-02-05,5910.19
2026-02-05,5910.19
2026-02-05,5910.19
2026-02-05,5910.19
2026-02-05,5910.19
2026-02-05,5910.19
2026-02-05,5910.19
2026-02-06,5910.19
2026-02-06,5851.09
2026-02-06,5792.58
2026-02-06,5966.35
2026-02-06,6145.34
2026-02-06,6083.89
2026-02-06,6083.89
2026-02-09,6083.89
2026-02-09,6266.41
2026-02-09,6454.4
2026-02-09,6648.03
2026-02-09,6847.47
2026-02-09,7052.9
2026-02-09,7052.9
2026-02-10,7052.9
2026-02-10,6982.37
2026-02-10,7191.84
2026-02-10,7119.92
2026-02-10,7048.72
2026-02-10,7260.18
2026-02-10,7260.18
2026-02-11,7260.18
2026-02-11,7260.18
2026-02-11,7477.99
2026-02-11,7477.99
2026-02-11,7477.99
2026-02-11,7477.99
2026-02-11,7477.99
2026-02-12,7477.99
2026-02-12,7477.99
2026-02-12,7477.99
2026-02-12,7477.99
2026-02-12,7477.99
2026-02-12,7477.99
2026-02-12,7477.99
2026-02-13,7477.99
2026-02-13,7477.99
2026-02-13,7477.99
2026-02-13,7477.99
2026-02-13,7477.99
2026-02-13,7403.21
2026-02-13,7403.21
2026-02-17,7403.21
2026-02-17,7625.31
2026-02-17,7854.06
2026-02-17,7775.52
2026-02-17,7697.77
2026-02-17,7697.77
2026-02-17,7697.77
2026-02-18,7697.77
2026-02-18,7620.79
2026-02-18,7849.41
2026-02-18,7770.92
2026-02-18,7770.92
2026-02-18,7693.21
2026-02-18,7693.21
2026-02-19,7693.21
2026-02-19,7616.28
2026-02-19,7540.12
2026-02-19,7766.32
2026-02-19,7999.31
2026-02-19,7919.32
2026-02-19,7919.32
2026-02-20,7919.32
2026-02-20,7919.32
2026-02-20,8156.9
2026-02-20,8401.6
2026-02-20,8317.59
2026-02-20,8234.41
2026-02-20,8234.41
2026-02-23,8234.41
2026-02-23,8152.07
2026-02-23,8070.55
2026-02-23,7989.84
2026-02-23,8229.54
2026-02-23,8147.24
2026-02-23,8147.24
2026-02-24,8147.24
2026-02-24,8065.77
2026-02-24,8065.77
2026-02-24,8065.77
2026-02-24,8065.77
2026-02-24,8307.74
2026-02-24,8307.74
2026-02-25,8307.74
2026-02-25,8224.66
2026-02-25,8142.42
2026-02-25,8060.99
2026-02-25,8302.82
2026-02-25,8551.91
2026-02-25,8551.91
2026-02-26,8551.91
2026-02-26,8466.39
2026-02-26,8720.38
2026-02-26,8720.38
2026-02-26,8981.99
2026-02-26,9251.45
2026-02-26,9251.45
2026-02-27,9251.45
2026-02-27,9158.94
2026-02-27,9067.35
2026-02-27,8976.67
2026-02-27,9245.97
2026-02-27,9523.35
2026-02-27,9523.35
2026-03-02,9523.35
2026-03-02,9428.12
2026-03-02,9333.84
2026-03-02,9240.5
2026-03-02,9148.1
2026-03-02,9056.61
2026-03-02,9056.61
2026-03-03,9056.61
2026-03-03,9328.31
2026-03-03,9608.16
2026-03-03,9512.08
2026-03-03,9797.44
2026-03-03,9699.47
2026-03-03,9699.47
2026-03-04,9699.47
2026-03-04,9699.47
2026-03-04,9699.47
2026-03-04,9699.47
2026-03-04,9699.47
2026-03-04,9699.47
2026-03-04,9699.47
2026-03-05,9699.47
2026-03-05,9602.47
2026-03-05,9506.45
2026-03-05,9411.38
2026-03-05,9317.27
2026-03-05,9224.1
2026-03-05,9224.1
2026-03-06,9224.1
2026-03-06,9131.86
2026-03-06,9040.54
2026-03-06,9311.75
2026-03-06,9218.64
2026-03-06,9126.45
2026-03-06,9126.45
2026-03-09,9126.45
2026-03-09,9126.45
2026-03-09,9400.24
2026-03-09,9306.24
2026-03-09,9213.18
2026-03-09,9213.18
2026-03-09,9213.18
2026-03-10,9213.18
2026-03-10,9213.18
2026-03-10,9213.18
2026-03-10,9213.18
2026-03-10,9213.18
2026-03-10,9213.18
2026-03-10,9121.05
2026-03-11,9121.05
2026-03-11,9121.05
2026-03-11,9394.68
2026-03-11,9676.52
2026-03-11,9966.81
2026-03-11,10265.82
2026-03-11,10163.16
2026-03-12,10163.16
2026-03-12,10163.16
2026-03-12,10061.53
2026-03-12,10363.38
2026-03-12,10259.74
2026-03-12,10567.53
2026-03-12,10884.56
2026-03-13,10884.56
2026-03-13,10884.56
2026-03-13,10775.71
